SKU,Ranking (Popularity),Name,Platform,Year,Genre,Publisher,Price
64927,1054,FIFA 16,X360,2015,Sports,Electronic Arts,88.42
38204,1055,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,30.8
29047,1056,WCW/NWO Thunder,PS,1998,Fighting,THQ,77.85
78559,1057,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,64.14
56413,1058,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,89.73
25210,1059,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,20.13
52741,1060,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,55.61
52006,1061,Resident Evil 4,GC,2005,Action,Capcom,20.09
63353,1062,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,80.15
10438,1063,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,84.72
38386,1064,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,41.86
80207,1065,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,30.05
59710,1066,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,57.57
57409,1067,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,60.32
44414,1068,Time Crisis,PS,1997,Shooter,Namco Bandai Games,21.68
35759,1069,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,72.15
50833,1070,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,56.76
66692,1071,MySims,Wii,2007,Simulation,Electronic Arts,64.02
82691,1072,Metroid Fusion,GBA,2002,Action,Nintendo,21.05
18965,1073,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,95.41
65876,1074,SSX 3,PS2,2003,Sports,Electronic Arts,68.53
62986,1075,Big Beach Sports,Wii,2008,Sports,THQ,42.49
59185,1076,Madden NFL 2001,PS,2000,Sports,Electronic Arts,28.25
58828,1077,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,95.79
88766,1078,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,61.61
30906,1079,Star Wars: Battlefront II,XB,2005,Shooter,Activision,73.06
42848,1080,Disney's DuckTales,NES,1989,Platform,Capcom,69.89
78386,1081,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,22.79
16378,1082,"Monsters, Inc.",GBA,2001,Adventure,THQ,44.78
83542,1083,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,49.52
23922,1084,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,99.42
963,1085,Spy Hunter,PS2,2001,Racing,Midway Games,98.63
79285,1086,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,76.7
27880,1087,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,35.82
77207,1088,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,93.16
59036,1089,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,41.71
35279,1090,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,21.04
14237,1091,SSX,PS2,2000,Sports,Electronic Arts,55.07
80187,1092,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,69.31
51393,1093,NBA Ballers,PS2,2004,Sports,Midway Games,78.77
47560,1094,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,78.11
74478,1095,NBA Live 2003,PS2,2002,Sports,Electronic Arts,56.93
65007,1096,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,86.13
21532,1097,Ms. Pac-Man,2600,1981,Puzzle,Atari,55.69
74110,1098,Mario Party 6,GC,2004,Misc,Nintendo,28.89
13106,1099,Super Scope 6,SNES,1991,Shooter,Nintendo,90.87
9664,1100,Go Vacation,Wii,2011,Misc,Namco Bandai Games,55.46
63626,1101,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,90
86670,1102,Army of Two,X360,2008,Shooter,Electronic Arts,57.56
10758,1103,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,47.04
31884,1104,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,57.08
15824,1105,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,61.2
61526,1106,Dig Dug,2600,1982,Puzzle,Atari,31.54
73350,1107,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,80.76
76834,1108,Ghosts 'n Goblins,NES,1986,Action,Capcom,43.32
77836,1109,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,35.24
16081,1110,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,39.28
85027,1111,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,39.74
82337,1112,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,37.46
78224,1113,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,61.58
23958,1114,ESPN NFL 2K5,XB,2004,Sports,Sega,61.7
15928,1115,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,67.47
39382,1116,Pikmin,GC,2001,Strategy,Nintendo,79.46
28185,1117,Sonic Generations,PS3,2011,Platform,Sega,80.11
57275,1118,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,93.89
56803,1119,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,79.95
63172,1120,NBA 2K15,X360,2014,Sports,Take-Two Interactive,43.03
20308,1121,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,43.34
27238,1122,Just Cause 2,X360,2010,Action,Square Enix,94.44
63577,1123,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,81.4
48856,1124,Rage,X360,2011,Shooter,Bethesda Softworks,20.26
20072,1125,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,77.14
40787,1126,Kirby Air Ride,GC,2003,Racing,Nintendo,95.46
30849,1127,Sled Storm,PS,1998,Racing,Electronic Arts,28.42
58654,1128,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,67.02
56994,1129,NFL Street 2,PS2,2004,Sports,Electronic Arts,99.3
32919,1130,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,59.53
39637,1131,Baseball,GB,1989,Sports,Nintendo,60.73
71966,1132,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,57.51
81443,1133,Super Mario Strikers,GC,2005,Sports,Nintendo,63.72
54282,1134,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,70.21
16646,1135,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,78.29
72325,1136,Far Cry 4,XOne,2014,Shooter,Ubisoft,80.19
78549,1137,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,20.86
11930,1138,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,66.86
19766,1139,Dollar Dash,PS2,2005,Action,Take-Two Interactive,47.87
75186,1140,Far Cry 2,X360,2008,Action,Ubisoft,45.31
14204,1141,F-1 World Grand Prix,N64,1998,Racing,Video System,35
43171,1142,River Raid,2600,1981,Shooter,Activision,77.22
4308,1143,Silent Hill,PS,1999,Action,Konami Digital Entertainment,54.19
30989,1144,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,22.12
15745,1145,No Man's Sky,PS4,2016,Action,Hello Games,72.03
9820,1146,Sonic Heroes,GC,2003,Platform,Sega,92.96
82564,1147,ESPN NBA 2K5,PS2,2004,Sports,Global Star,81.11
56720,1148,Diablo,PC,1996,Role-Playing,Activision,35.05
68962,1149,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,67.09
43703,1150,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,43.33
56482,1151,Devil May Cry 4,PS3,2008,Action,Capcom,71.62
20692,1152,Mario Bros.,2600,1982,Platform,Atari,39.58
72596,1153,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,97.97
65732,1154,SoulCalibur IV,X360,2008,Fighting,Ubisoft,78.23
29519,1155,LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,85.8
12306,1156,NASCAR 2000,PS,1999,Racing,Electronic Arts,62.56
60835,1157,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,40.47
43463,1158,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,59.05
45735,1159,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,90.98
68215,1160,MySims Kingdom,DS,2008,Simulation,Electronic Arts,43.47
51564,1161,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,52.24
17840,1162,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,92.6
53818,1163,Guitar Hero 5,Wii,2009,Misc,Activision,57.81
50708,1164,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,37.34
2810,1165,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,38.66
82108,1166,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,67.48
21915,1167,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,81
76346,1168,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,31.88
48037,1169,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,65.62
18082,1170,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,32.16
74497,1171,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,92.46
28354,1172,Mario Party 7,GC,2005,Misc,Nintendo,44.42
65607,1173,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,92.16
12933,1174,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,88.48
37584,1175,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,75.25
19314,1176,Donkey Kong Classics,NES,1988,Platform,Nintendo,26.84
2984,1177,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,44
5996,1178,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,36.43
41651,1179,Final Fight,SNES,1990,Action,Capcom,47.82
40490,1180,Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,65.32
22378,1181,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,75.28
32125,1182,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,37.25
10745,1183,Mafia II,X360,2010,Action,Take-Two Interactive,43.7
26809,1184,Dishonored,PS3,2012,Action,Bethesda Softworks,33.11
75240,1185,Stuntman,PS2,2002,Racing,Atari,23.48
19527,1186,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,66.73
82487,1187,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,21.71
44134,1188,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,68.35
43279,1189,007: The World is not Enough,N64,2000,Action,Electronic Arts,49.65
9642,1190,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,23.92
30315,1191,Watch Dogs,XOne,2014,Action,Ubisoft,54.74
87468,1192,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,40.64
70934,1193,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,37.1
70113,1194,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,68.42
52240,1195,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,95.4
47077,1196,Mario Party 10,WiiU,2015,Misc,Nintendo,30.51
82516,1197,Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,38.61
84568,1198,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,28.94
57145,1199,Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,93.48
76558,1200,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,59.18
84189,1201,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,82.41
35812,1202,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,48.55
85907,1203,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,39.64
1253,1204,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,47.94
28071,1205,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,94.87
53891,1206,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,87.47
20501,1207,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,39.85
19028,1208,MySims Kingdom,Wii,2008,Simulation,Electronic Arts,95.37
40965,1209,The Simpsons Game,DS,2007,Action,Electronic Arts,98.86
29866,1210,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,35.58
72554,1211,NFL GameDay 99,PS,1998,Sports,989 Studios,84.3
9420,1212,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,28.03
64861,1213,FIFA 17,XOne,2016,Sports,Electronic Arts,47.95
33179,1214,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,26.45
17095,1215,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,64.43
84702,1216,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,24.4
3199,1217,Dead Space 2,X360,2011,Shooter,Electronic Arts,93.6
84304,1218,Sonic Rivals 2,PSP,2007,Racing,Sega,97.55
48522,1219,Knockout Kings,PS,1997,Fighting,Electronic Arts,64.37
80514,1220,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,30.81
38468,1221,NASCAR 98,PS,1996,Racing,Electronic Arts,32.75
87736,1222,F1 Race,NES,1984,Racing,Nintendo,39.33
42351,1223,Xevious,NES,1984,Shooter,Namco Bandai Games,68.81
89891,1224,NASCAR 99,PS,1998,Racing,Electronic Arts,46.48
50639,1225,NBA Live 2000,PS,1998,Sports,Electronic Arts,81.2
59187,1226,Mafia II,PS3,2010,Action,Take-Two Interactive,45.19
80990,1227,Call of Duty 3,PS3,2006,Shooter,Activision,33.85
10995,1228,Super Monkey Ball 2,GC,2002,Puzzle,Atari,57.31
35476,1229,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,35.02
56835,1230,Madden NFL 15,XOne,2014,Sports,Electronic Arts,98.25
86601,1231,Sonic & Sega All-Stars Racing,Wii,2010,Racing,Sega,97
59494,1232,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,74.79
21284,1233,Football Manager 2012,PC,2011,Sports,Sega,59.74
40013,1234,Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,49.76
56068,1235,Mega Man 2,NES,1988,Action,Capcom,94.85
86460,1236,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,91.95
3376,1237,NBA Live 98,PS,1997,Sports,Electronic Arts,45.28
54982,1238,The Simpsons Game,PS2,2007,Action,Electronic Arts,41.8
13801,1239,Monopoly,PS,1997,Misc,Hasbro Interactive,73.41
27350,1240,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,67.38
78052,1241,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,84.87
53863,1242,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,57.78
64969,1243,Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,66.65
14605,1244,NFL Blitz,PS,1998,Sports,Midway Games,38.41
6658,1245,Red Faction II,PS2,2002,Shooter,THQ,82.48
47963,1246,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,20.3
20961,1247,Madden NFL 2001,PS2,2000,Sports,Electronic Arts,70.1
60410,1248,WWF No Mercy,N64,2000,Fighting,THQ,22.37
12221,1249,Ice Climber,NES,1985,Platform,Nintendo,96.34
55182,1250,Sonic CD,SCD,1993,Platform,Sega,99.45
79941,1251,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,83.48
11317,1252,Dead Rising 2,X360,2010,Action,Capcom,93.86
79318,1253,Rock Band 2,PS3,2008,Misc,MTV Games,80.69
4082,1254,Pac-Man World,PS,1998,Action,Namco Bandai Games,30.55
43305,1255,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,84.94
47116,1256,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,89.54
4228,1257,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,35.53
89356,1258,Madden NFL 09,PS2,2008,Sports,Electronic Arts,75.43
16617,1259,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,68.54
64557,1260,Banjo-Tooie,N64,2000,Platform,Nintendo,79.59
33070,1261,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,52.64
14004,1262,007: Quantum of Solace,X360,2008,Action,Activision,60.98
47138,1263,The Sims 3,Wii,2010,Simulation,Electronic Arts,78.45
83815,1264,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,37.84
17454,1265,Bratz: Forever Diamondz,DS,2006,Adventure,THQ,84.56
75357,1266,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,21.87
69794,1267,Nintendo World Cup,NES,1990,Sports,Nintendo,78.84
46382,1268,WWF WrestleMania 2000,N64,1999,Fighting,THQ,80.06
80951,1269,Wario Land II,GB,1997,Platform,Nintendo,93.05
40006,1270,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,24.63
28857,1271,Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,80.28
87579,1272,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,33.52
12249,1273,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,78.35
33730,1274,Imagine: Master Chef,DS,2007,Simulation,Ubisoft,24.63
36827,1275,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,91.55
36909,1276,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,36.29
47196,1277,Mario Golf,N64,1999,Action,Nintendo,22.81
19340,1278,Disney Princess,GBA,2003,Platform,THQ,26.11
26090,1279,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,81.12
19853,1280,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,53.49
46899,1281,Chrono Trigger,DS,2008,Role-Playing,Square Enix,86.49
20332,1282,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,98.98
26124,1283,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,37.01
80177,1284,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,88.04
87297,1285,LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,51.96
20252,1286,Xenogears,PS,1998,Role-Playing,SquareSoft,90.45
6962,1287,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,22.26
22350,1288,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,99.74
81199,1289,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,79.64
59017,1290,Midway Arcade Treasures,PS2,2003,Misc,Midway Games,70.2
65085,1291,Wall-E,DS,2008,Platform,THQ,98
24809,1292,Homefront,X360,2011,Shooter,THQ,51.69
42575,1293,Super Monkey Ball,GC,2001,Puzzle,Atari,55.31
84432,1294,Donkey Kong,2600,1981,Platform,Coleco,27.81
13291,1295,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,84.22
40119,1296,Mario Superstar Baseball,GC,2005,Sports,Nintendo,65.17
52801,1297,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,85.16
23834,1298,LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,84.09
777,1299,Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,97.81
23696,1300,WCW vs the World,PS,1998,Fighting,THQ,33.71
18593,1301,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,87.46
41713,1302,LEGO City Undercover,3DS,2013,Platform,Nintendo,28.12
54347,1303,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,38.24
13575,1304,Diablo III,X360,2013,Role-Playing,Activision,24.33
1634,1305,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,57.25
76795,1306,BioShock,PS3,2008,Shooter,Take-Two Interactive,92.37
67774,1307,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,79.23
11276,1308,Anno 2070,PC,2011,Strategy,Ubisoft,26.5
17094,1309,Resident Evil: Outbreak,PS2,2003,Action,Capcom,69.37
47722,1310,Smarty Pants,Wii,2007,Misc,Electronic Arts,38.63
35339,1311,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,61.88
27339,1312,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,41.12
57502,1313,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,69.07
57686,1314,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,65.83
68457,1315,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,73.19
3622,1316,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,92.32
8712,1317,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,69.04
26159,1318,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,38.29
25309,1319,My Word Coach,DS,2007,Misc,Ubisoft,22.14
81224,1320,Hello Kitty Party,DS,2007,Misc,Rising Star Games,93.75
34678,1321,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,32.12
83336,1322,Sonic Rivals,PSP,2006,Racing,Sega,38.84
74513,1323,SimCity (2013),PC,2013,Simulation,Electronic Arts,51.63
61176,1324,Kirby Super Star,SNES,1996,Platform,Nintendo,82.02
64246,1325,Far Cry 4,PS3,2014,Shooter,Ubisoft,87.44
85568,1326,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,67.81
42336,1327,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,45.95
43618,1328,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,53.58
16936,1329,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,22.88
73813,1330,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,68.86
16078,1331,Dead Space 2,PS3,2011,Shooter,Electronic Arts,98.57
87071,1332,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,39
29450,1333,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,76.23
43698,1334,Disney Infinity,X360,2013,Action,Disney Interactive Studios,98.91
71689,1335,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,25.02
59901,1336,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,37.16
47225,1337,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,83.45
8754,1338,Disney's DuckTales,GB,1988,Platform,Capcom,70.02
76533,1339,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,60.34
87730,1340,Triple Play 2000,PS,1999,Sports,Electronic Arts,60.67
56607,1341,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,42.51
82396,1342,Cabela's Big Game Hunter,PS2,2002,Sports,Activision,24.07
75505,1343,UFC Undisputed 2010,PS3,2010,Fighting,THQ,28.52
52987,1344,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,55.63
31658,1345,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,60.84
60697,1346,NFL Street,PS2,2004,Sports,Electronic Arts,20.44
44111,1347,Sonic Generations,X360,2011,Platform,Sega,44.1
65177,1348,Super Metroid,SNES,1994,Action,Nintendo,89.2
4973,1349,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,95.36
15400,1350,Dead Space,X360,2008,Action,Electronic Arts,47.89
49633,1351,Resident Evil (Remake),GC,2002,Action,Capcom,99.93
37389,1352,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,26.09
45823,1353,Tomb Raider (2013),PS4,2014,Action,Square Enix,27.36
32649,1354,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,75.53
16461,1355,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,78.17
25661,1356,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,62.34
79259,1357,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,52.77
88949,1358,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,30.76
18482,1359,Madden NFL 15,PS3,2014,Sports,Electronic Arts,25.12
89932,1360,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,61.83
67604,1361,Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,80.54
80790,1362,Metroid: Other M,Wii,2010,Action,Nintendo,64.69
45834,1363,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,75.07
5565,1364,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,49.27
51747,1365,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,44.3
70996,1366,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,20.8
51350,1367,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,30.3
13766,1368,Spider-Man: The Movie,XB,2002,Action,Activision,68.22
75819,1369,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,20.3
81388,1370,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,54.67
68986,1371,Far Cry 2,PS3,2008,Action,Ubisoft,28.38
64280,1372,Sonic Advance 3,GBA,2004,Platform,THQ,96.08
85373,1373,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,54.31
5204,1374,Battlefield 4,PC,2013,Shooter,Electronic Arts,79.73
15180,1375,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,69.96
15124,1376,Madden NFL 2002,PS,2001,Sports,Electronic Arts,88.14
17695,1377,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,63.93
5824,1378,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,51.36
74648,1379,Bakugan: Battle Brawlers,DS,2009,Action,Activision,21.8
22258,1380,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,79.39
77961,1381,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,85.96
8553,1382,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,83.17
66218,1383,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,77.62
54176,1384,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,47.9
16549,1385,WWE '13,PS3,2012,Action,THQ,37.54
63149,1386,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,82.87
43804,1387,True Crime: Streets of LA,XB,2003,Action,Activision,61.61
88124,1388,The Sims 2,PSP,2005,Simulation,Electronic Arts,85.34
49364,1389,Paper Mario,N64,2000,Role-Playing,Nintendo,50.9
687,1390,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,23.27
15557,1391,Titanfall,X360,2014,Shooter,Electronic Arts,58.57
57098,1392,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,97.15
43987,1393,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,92.13
89244,1394,Dead Rising 2,PS3,2010,Action,Capcom,76.93
52927,1395,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,82.73
72730,1396,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,39.59
36368,1397,Gardening Mama,DS,2009,Puzzle,505 Games,32.09
48570,1398,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,35.1
